Product_ID,Product_Name,Product_Type,Eligibility_Min_CIBIL,Eligibility_Min_Income,Reward_Rate,Annual_Fee,Interest_Rate
PROD_367,Platinum Investment,Investment,750,100000,0.0,0,0.0
PROD_368,Platinum Auto Loan,Auto Loan,700,100000,0.0,0,12.29
PROD_369,Platinum Savings Account,Savings Account,300,0,1.31,0,3.24
PROD_370,Infinite Current Account,Current Account,300,0,0.0,0,0.0
PROD_371,NPS Auto Loan,Auto Loan,550,20000,0.0,0,13.72
PROD_372,Infinite Recurring Deposit,Recurring Deposit,300,0,0.0,0,6.17
PROD_373,NPS Savings Account,Savings Account,300,0,1.66,0,3.66
PROD_374,Super Saver Savings Account,Savings Account,300,0,2.54,0,3.24
PROD_375,Signature Credit Card,Credit Card,720,100000,2.52,1499,0.0
PROD_376,Classic Insurance,Insurance,300,20000,0.0,0,0.0
PROD_377,Classic Recurring Deposit,Recurring Deposit,300,0,0.0,0,6.65
PROD_378,Elite Insurance,Insurance,750,75000,0.0,0,0.0
PROD_379,Classic Home Loan,Home Loan,300,20000,0.0,0,13.33
PROD_380,Titanium Auto Loan,Auto Loan,550,20000,0.0,0,8.84
PROD_381,Titanium Home Loan,Home Loan,550,10000,0.0,0,12.34
PROD_382,Signature Credit Card,Credit Card,700,75000,0.9,0,0.0
PROD_383,Platinum Savings Account,Savings Account,300,0,2.29,0,3.48
PROD_384,NPS Current Account,Current Account,300,0,0.0,0,0.0
PROD_385,Infinite Insurance,Insurance,750,150000,0.0,0,0.0
PROD_386,Infinite Current Account,Current Account,300,0,0.0,0,0.0
PROD_387,Gold Personal Loan,Personal Loan,680,50000,0.0,0,12.54
PROD_388,Elite Current Account,Current Account,300,0,0.0,0,0.0
PROD_389,Signature Recurring Deposit,Recurring Deposit,300,0,0.0,0,6.32
PROD_390,Classic Current Account,Current Account,300,0,0.0,0,0.0
PROD_391,Direct Mutual Fund Investment,Investment,550,20000,0.0,0,0.0
PROD_392,Classic Current Account,Current Account,300,0,0.0,0,0.0
PROD_393,Classic Recurring Deposit,Recurring Deposit,300,0,0.0,0,7.43
PROD_394,Classic Personal Loan,Personal Loan,300,10000,0.0,0,14.15
PROD_395,Elite Home Loan,Home Loan,700,100000,0.0,0,10.59
PROD_396,Gold Current Account,Current Account,300,0,0.0,0,0.0
PROD_397,Classic Insurance,Insurance,300,10000,0.0,0,0.0
PROD_398,Elite Insurance,Insurance,700,150000,0.0,0,0.0
PROD_399,Titanium Insurance,Insurance,550,10000,0.0,0,0.0
PROD_400,Titanium Auto Loan,Auto Loan,550,10000,0.0,0,13.35
PROD_401,NPS Current Account,Current Account,300,0,0.0,0,0.0
PROD_402,Super Saver Savings Account,Savings Account,300,0,3.42,0,3.33
PROD_403,Direct Mutual Fund Savings Account,Savings Account,300,0,3.63,0,3.39
PROD_404,Classic Insurance,Insurance,300,20000,0.0,0,0.0
PROD_405,Platinum Savings Account,Savings Account,300,0,3.14,0,3.17
PROD_406,Gold Investment,Investment,680,35000,0.0,0,0.0
PROD_407,Elite Credit Card,Credit Card,720,100000,2.66,2999,0.0
PROD_408,NPS Investment,Investment,300,20000,0.0,0,0.0
PROD_409,Titanium Home Loan,Home Loan,600,10000,0.0,0,13.09
PROD_410,Gold Auto Loan,Auto Loan,680,35000,0.0,0,11.63
PROD_411,Infinite Home Loan,Home Loan,750,150000,0.0,0,13.88
PROD_412,NPS Home Loan,Home Loan,600,10000,0.0,0,8.86
PROD_413,Signature Home Loan,Home Loan,750,100000,0.0,0,9.5
PROD_414,Elite Personal Loan,Personal Loan,720,150000,0.0,0,14.08
PROD_415,Super Saver Credit Card,Credit Card,550,20000,3.73,499,0.0
PROD_416,Titanium Savings Account,Savings Account,300,0,2.85,0,3.12
PROD_417,Infinite Investment,Investment,700,150000,0.0,0,0.0
PROD_418,Super Saver Fixed Deposit,Fixed Deposit,300,0,0.0,0,6.33
PROD_419,Titanium Recurring Deposit,Recurring Deposit,300,0,0.0,0,7.47
PROD_420,Direct Mutual Fund Recurring Deposit,Recurring Deposit,300,0,0.0,0,6.0
PROD_421,Signature Auto Loan,Auto Loan,700,100000,0.0,0,12.06
PROD_422,NPS Investment,Investment,600,20000,0.0,0,0.0
PROD_423,Direct Mutual Fund Recurring Deposit,Recurring Deposit,300,0,0.0,0,7.63
PROD_424,Classic Recurring Deposit,Recurring Deposit,300,0,0.0,0,7.4
PROD_425,Super Saver Current Account,Current Account,300,0,0.0,0,0.0
PROD_426,Direct Mutual Fund Fixed Deposit,Fixed Deposit,300,0,0.0,0,7.38
PROD_427,Classic Investment,Investment,600,20000,0.0,0,0.0
PROD_428,Classic Home Loan,Home Loan,600,20000,0.0,0,13.68
PROD_429,Elite Fixed Deposit,Fixed Deposit,300,0,0.0,0,6.04
PROD_430,Infinite Credit Card,Credit Card,750,100000,1.66,2999,0.0
PROD_431,NPS Insurance,Insurance,550,20000,0.0,0,0.0
PROD_432,Infinite Credit Card,Credit Card,700,100000,2.32,4999,0.0
PROD_433,NPS Fixed Deposit,Fixed Deposit,300,0,0.0,0,7.78
PROD_434,Titanium Credit Card,Credit Card,550,20000,3.1,2999,0.0
PROD_435,Super Saver Personal Loan,Personal Loan,300,10000,0.0,0,12.07
PROD_436,Super Saver Insurance,Insurance,300,10000,0.0,0,0.0
PROD_437,NPS Auto Loan,Auto Loan,600,20000,0.0,0,11.15
PROD_438,Elite Current Account,Current Account,300,0,0.0,0,0.0
PROD_439,Signature Recurring Deposit,Recurring Deposit,300,0,0.0,0,6.96
PROD_440,Platinum Investment,Investment,720,100000,0.0,0,0.0
PROD_441,Infinite Current Account,Current Account,300,0,0.0,0,0.0
PROD_442,Platinum Savings Account,Savings Account,300,0,2.59,0,3.06
PROD_443,Titanium Investment,Investment,300,10000,0.0,0,0.0
PROD_444,Infinite Insurance,Insurance,720,100000,0.0,0,0.0
PROD_445,Infinite Insurance,Insurance,700,150000,0.0,0,0.0
PROD_446,Platinum Fixed Deposit,Fixed Deposit,300,0,0.0,0,7.33
PROD_447,Classic Recurring Deposit,Recurring Deposit,300,0,0.0,0,6.94
PROD_448,Signature Auto Loan,Auto Loan,720,150000,0.0,0,13.69
PROD_449,Signature Home Loan,Home Loan,720,75000,0.0,0,8.72
PROD_450,Infinite Savings Account,Savings Account,300,0,2.12,0,3.09
PROD_451,NPS Insurance,Insurance,300,10000,0.0,0,0.0
PROD_452,Titanium Credit Card,Credit Card,550,10000,4.74,499,0.0
PROD_453,Signature Fixed Deposit,Fixed Deposit,300,0,0.0,0,6.89
PROD_454,Elite Auto Loan,Auto Loan,720,150000,0.0,0,10.88
PROD_455,Gold Auto Loan,Auto Loan,650,35000,0.0,0,12.55
PROD_456,Signature Investment,Investment,750,150000,0.0,0,0.0
PROD_457,NPS Personal Loan,Personal Loan,600,10000,0.0,0,8.64
PROD_458,Platinum Current Account,Current Account,300,0,0.0,0,0.0
PROD_459,Gold Personal Loan,Personal Loan,680,50000,0.0,0,13.43
PROD_460,Signature Insurance,Insurance,700,150000,0.0,0,0.0
PROD_461,Signature Savings Account,Savings Account,300,0,1.93,0,3.95
PROD_462,NPS Auto Loan,Auto Loan,300,10000,0.0,0,9.23
PROD_463,Gold Home Loan,Home Loan,680,35000,0.0,0,9.9
PROD_464,Gold Personal Loan,Personal Loan,650,50000,0.0,0,13.61
PROD_465,Infinite Current Account,Current Account,300,0,0.0,0,0.0
PROD_466,Elite Credit Card,Credit Card,750,100000,2.57,499,0.0
PROD_467,Super Saver Current Account,Current Account,300,0,0.0,0,0.0
PROD_468,Platinum Fixed Deposit,Fixed Deposit,300,0,0.0,0,6.13
PROD_469,Infinite Credit Card,Credit Card,700,150000,1.53,2999,0.0
PROD_470,Titanium Fixed Deposit,Fixed Deposit,300,0,0.0,0,7.18
PROD_471,Infinite Auto Loan,Auto Loan,720,150000,0.0,0,13.25
PROD_472,Infinite Credit Card,Credit Card,750,100000,4.22,2999,0.0
PROD_473,Elite Auto Loan,Auto Loan,720,150000,0.0,0,11.0
PROD_474,Signature Home Loan,Home Loan,720,150000,0.0,0,11.99
PROD_475,Direct Mutual Fund Fixed Deposit,Fixed Deposit,300,0,0.0,0,6.39
PROD_476,Direct Mutual Fund Home Loan,Home Loan,550,10000,0.0,0,14.36
PROD_477,Elite Current Account,Current Account,300,0,0.0,0,0.0
PROD_478,Classic Credit Card,Credit Card,600,10000,2.75,2999,0.0
PROD_479,Titanium Investment,Investment,550,20000,0.0,0,0.0
PROD_480,Super Saver Current Account,Current Account,300,0,0.0,0,0.0
PROD_481,Signature Personal Loan,Personal Loan,720,75000,0.0,0,14.24
PROD_482,NPS Savings Account,Savings Account,300,0,1.92,0,3.69
PROD_483,Direct Mutual Fund Savings Account,Savings Account,300,0,1.64,0,3.78
PROD_484,Gold Fixed Deposit,Fixed Deposit,300,0,0.0,0,6.81
PROD_485,Classic Savings Account,Savings Account,300,0,4.47,0,3.11
PROD_486,Infinite Savings Account,Savings Account,300,0,0.67,0,3.75
PROD_487,Platinum Savings Account,Savings Account,300,0,4.8,0,3.74
PROD_488,Titanium Investment,Investment,600,20000,0.0,0,0.0
PROD_489,Infinite Credit Card,Credit Card,750,150000,1.28,2999,0.0
PROD_490,Signature Home Loan,Home Loan,720,100000,0.0,0,9.0
PROD_491,Super Saver Savings Account,Savings Account,300,0,2.22,0,3.21
PROD_492,Titanium Savings Account,Savings Account,300,0,3.99,0,3.64
PROD_493,Infinite Investment,Investment,720,150000,0.0,0,0.0
PROD_494,Direct Mutual Fund Current Account,Current Account,300,0,0.0,0,0.0
PROD_495,Gold Recurring Deposit,Recurring Deposit,300,0,0.0,0,7.05
PROD_496,Direct Mutual Fund Current Account,Current Account,300,0,0.0,0,0.0
PROD_497,Gold Recurring Deposit,Recurring Deposit,300,0,0.0,0,6.67
PROD_498,NPS Investment,Investment,550,20000,0.0,0,0.0
PROD_499,Titanium Personal Loan,Personal Loan,300,20000,0.0,0,9.68
PROD_500,Super Saver Savings Account,Savings Account,300,0,3.52,0,3.32
