Merchant_ID,Merchant_Name,Merchant_Category,City,State,Merchant_Risk_Score,Merchant_Type,Partner_Offer_Eligible
MERCH_0301,Uber Outlet 392,Travel,Delhi,Delhi,79,Retail,True
MERCH_0302,MakeMyTrip Outlet 959,Travel,Delhi,Delhi,19,Online,True
MERCH_0303,Adani Electricity Outlet 740,Utility,Jaipur,Rajasthan,12,Online,True
MERCH_0304,Housing Rent Transfer Outlet 944,Rent,Bangalore,Karnataka,29,Retail,True
MERCH_0305,More Retail Outlet 731,Grocery,Noida,Uttar Pradesh,17,Retail,False
MERCH_0306,HDFC Ergo Outlet 790,Insurance,Ahmedabad,Gujarat,25,Hybrid,False
MERCH_0307,Punjab Grill Outlet 152,Dining_Out,Coimbatore,Tamil Nadu,35,Online,True
MERCH_0308,MakeMyTrip Outlet 834,Travel,Kochi,Kerala,5,Hybrid,False
MERCH_0309,Amity University Outlet 149,Education,Mumbai,Maharashtra,12,Hybrid,True
MERCH_0310,KFC Outlet 51,Food,Ludhiana,Punjab,35,Online,True
MERCH_0311,Jio Fiber Outlet 734,Utility,Trivandrum,Kerala,10,Online,True
MERCH_0312,Reliance Petroleum Outlet 201,Fuel,Ludhiana,Punjab,39,Retail,False
MERCH_0313,Pizza Hut Outlet 124,Food,Pune,Maharashtra,23,Hybrid,False
MERCH_0314,Subway Outlet 156,Food,Mysore,Karnataka,42,Hybrid,False
MERCH_0315,MakeMyTrip Flights Outlet 735,Travel,Noida,Uttar Pradesh,17,Retail,False
MERCH_0316,Simplilearn Outlet 256,Education,Udaipur,Rajasthan,39,Retail,True
MERCH_0317,Society Maintenance Outlet 906,Rent,Kolkata,West Bengal,44,Retail,False
MERCH_0318,MedPlus Outlet 909,Healthcare,Mysore,Karnataka,13,Hybrid,True
MERCH_0319,Disney VIP Digital,Subscription,Jaipur,Rajasthan,38,Online,True
MERCH_0320,HDFC Ergo Outlet 82,Insurance,Kochi,Kerala,14,Hybrid,False
MERCH_0321,Hindustan Petroleum Outlet 963,Fuel,Kanpur,Uttar Pradesh,39,Retail,False
MERCH_0322,Municipal Water Outlet 171,Utility,Chandigarh,Punjab,27,Online,False
MERCH_0323,Subway Outlet 610,Food,Pune,Maharashtra,25,Online,False
MERCH_0324,IRCTC Outlet 478,Travel,Mumbai,Maharashtra,19,Retail,False
MERCH_0325,Zoomcar Outlet 798,Travel,Bangalore,Karnataka,27,Hybrid,False
MERCH_0326,Spotify Family Digital,Subscription,Chennai,Tamil Nadu,7,Online,False
MERCH_0327,MakeMyTrip Outlet 721,Travel,Ahmedabad,Gujarat,9,Retail,False
MERCH_0328,Amazon Prime Outlet 65,Entertainment,Jaipur,Rajasthan,9,Online,False
MERCH_0329,Reliance Fresh Outlet 369,Grocery,Ludhiana,Punjab,32,Hybrid,True
MERCH_0330,Society Maintenance Outlet 968,Rent,Coimbatore,Tamil Nadu,25,Retail,True
MERCH_0331,Hardware Store Outlet 866,Other,Surat,Gujarat,26,Online,False
MERCH_0332,CCD Outlet 200,Food,Kolkata,West Bengal,25,Hybrid,False
MERCH_0333,Myntra Outlet 217,Shopping,Chennai,Tamil Nadu,21,Online,False
MERCH_0334,Zerodha Fund Digital,Investment,Mysore,Karnataka,18,Online,False
MERCH_0335,Max Life Insurance Outlet 664,Insurance,Jaipur,Rajasthan,39,Retail,False
MERCH_0336,Tata Power Outlet 416,Utility,Pune,Maharashtra,9,Online,False
MERCH_0337,Flipkart Outlet 155,Shopping,Delhi,Delhi,18,Retail,True
MERCH_0338,Spotify Family Digital,Subscription,Ahmedabad,Gujarat,39,Online,False
MERCH_0339,MakeMyTrip Flights Outlet 684,Travel,Kanpur,Uttar Pradesh,28,Online,False
MERCH_0340,BookMyShow Outlet 59,Entertainment,Mumbai,Maharashtra,40,Online,False
MERCH_0341,Max Life Insurance Outlet 889,Insurance,Lucknow,Uttar Pradesh,8,Hybrid,True
MERCH_0342,ICICI Lombard Outlet 438,Insurance,Jaipur,Rajasthan,7,Retail,False
MERCH_0343,Pet Shop Outlet 168,Other,Coimbatore,Tamil Nadu,6,Hybrid,False
MERCH_0344,Local Pub Outlet 134,Dining_Out,Kanpur,Uttar Pradesh,14,Retail,False
MERCH_0345,Reliance Petroleum Outlet 742,Fuel,Hyderabad,Telangana,27,Retail,True
MERCH_0346,MedPlus Outlet 503,Healthcare,Surat,Gujarat,27,Retail,False
MERCH_0347,Nature's Basket Outlet 899,Grocery,Coimbatore,Tamil Nadu,24,Retail,False
MERCH_0348,Cred RentPay Outlet 844,Rent,Kolkata,West Bengal,86,Retail,False
MERCH_0349,BYJU'S Outlet 910,Education,Mysore,Karnataka,5,Retail,False
MERCH_0350,Housing Rent Transfer Outlet 772,Rent,Kolkata,West Bengal,16,Retail,False
MERCH_0351,Reliance Fresh Outlet 260,Grocery,Coimbatore,Tamil Nadu,14,Hybrid,False
MERCH_0352,Shell Petrol Outlet 265,Fuel,Pune,Maharashtra,29,Retail,False
MERCH_0353,DAV College Outlet 323,Education,Coimbatore,Tamil Nadu,39,Retail,True
MERCH_0354,Cred RentPay Outlet 606,Rent,Trivandrum,Kerala,11,Retail,False
MERCH_0355,HDFC Ergo Outlet 853,Insurance,Kolkata,West Bengal,15,Online,True
MERCH_0356,Mainland China Outlet 196,Dining_Out,Kanpur,Uttar Pradesh,81,Hybrid,False
MERCH_0357,Airtel Fiber Outlet 709,Utility,Jaipur,Rajasthan,6,Online,False
MERCH_0358,Cred RentPay Outlet 81,Rent,Hyderabad,Telangana,44,Retail,False
MERCH_0359,Zomato Outlet 385,Food,Delhi,Delhi,9,Retail,True
MERCH_0360,Disney VIP Digital,Subscription,Lucknow,Uttar Pradesh,34,Online,True
MERCH_0361,Municipal Water Outlet 189,Utility,Bangalore,Karnataka,19,Online,False
MERCH_0362,Mainland China Outlet 627,Dining_Out,Trivandrum,Kerala,31,Hybrid,True
MERCH_0363,Zoomcar Outlet 847,Travel,Delhi,Delhi,36,Retail,True
MERCH_0364,Air India Outlet 480,Travel,Pune,Maharashtra,33,Retail,False
MERCH_0365,Hardware Store Outlet 850,Other,Hyderabad,Telangana,42,Retail,False
MERCH_0366,Local Tailor Outlet 157,Other,Coimbatore,Tamil Nadu,22,Online,True
MERCH_0367,SBI General Insurance Outlet 686,Insurance,Delhi,Delhi,38,Online,False
MERCH_0368,Municipal Water Outlet 144,Utility,Delhi,Delhi,34,Online,False
MERCH_0369,DPS School Outlet 198,Education,Ludhiana,Punjab,36,Retail,False
MERCH_0370,Adani Electricity Outlet 203,Utility,Noida,Uttar Pradesh,20,Online,True
MERCH_0371,Pet Shop Outlet 97,Other,Mumbai,Maharashtra,25,Hybrid,True
MERCH_0372,Reliance Fresh Outlet 234,Grocery,Ahmedabad,Gujarat,5,Hybrid,True
MERCH_0373,Municipal Water Outlet 395,Utility,Kolkata,West Bengal,23,Online,False
MERCH_0374,BigBasket Outlet 21,Grocery,Nagpur,Maharashtra,6,Online,False
MERCH_0375,Disney VIP Digital,Subscription,Kochi,Kerala,29,Online,False
MERCH_0376,Tata Power Outlet 854,Utility,Coimbatore,Tamil Nadu,41,Online,True
MERCH_0377,Shoppers Stop Outlet 477,Shopping,Chandigarh,Punjab,20,Retail,True
MERCH_0378,Udemy Outlet 21,Education,Chennai,Tamil Nadu,30,Online,False
MERCH_0379,Udemy Outlet 697,Education,Kochi,Kerala,6,Online,False
MERCH_0380,Ola Outlet 932,Travel,Pune,Maharashtra,18,Retail,True
MERCH_0381,Microsoft 365 Digital,Subscription,Kochi,Kerala,28,Online,True
MERCH_0382,Max Life Insurance Outlet 667,Insurance,Udaipur,Rajasthan,16,Retail,True
MERCH_0383,MakeMyTrip Flights Outlet 31,Travel,Udaipur,Rajasthan,40,Online,False
MERCH_0384,Mutual Fund Direct Digital,Investment,Kochi,Kerala,7,Online,True
MERCH_0385,Society Maintenance Outlet 708,Rent,Bangalore,Karnataka,44,Retail,False
MERCH_0386,Gift Gallery Outlet 719,Other,Surat,Gujarat,27,Retail,True
MERCH_0387,ICICI Lombard Outlet 410,Insurance,Coimbatore,Tamil Nadu,38,Online,True
MERCH_0388,Uber Outlet 625,Travel,Udaipur,Rajasthan,37,Online,False
MERCH_0389,Haldirams Outlet 119,Food,Chennai,Tamil Nadu,24,Hybrid,False
MERCH_0390,Zerodha Fund Digital,Investment,Pune,Maharashtra,31,Online,False
MERCH_0391,Domino's Outlet 949,Food,Ahmedabad,Gujarat,28,Hybrid,False
MERCH_0392,BESCOM Outlet 541,Utility,Udaipur,Rajasthan,5,Online,False
MERCH_0393,IRCTC Outlet 17,Travel,Kanpur,Uttar Pradesh,7,Hybrid,False
MERCH_0394,iCloud Storage Digital,Subscription,Kochi,Kerala,13,Online,False
MERCH_0395,Myntra Outlet 111,Shopping,Jaipur,Rajasthan,17,Online,False
MERCH_0396,Yatra Outlet 886,Travel,Ahmedabad,Gujarat,12,Retail,False
MERCH_0397,Social Outlet 928,Dining_Out,Ahmedabad,Gujarat,13,Hybrid,False
MERCH_0398,Punjab Grill Outlet 216,Dining_Out,Udaipur,Rajasthan,31,Hybrid,True
MERCH_0399,Cred RentPay Outlet 457,Rent,Mysore,Karnataka,42,Retail,False
MERCH_0400,Haldirams Outlet 241,Food,Chennai,Tamil Nadu,11,Hybrid,False
MERCH_0401,Zoomcar Outlet 917,Travel,Mysore,Karnataka,41,Retail,False
MERCH_0402,DPS School Outlet 610,Education,Kochi,Kerala,15,Online,False
MERCH_0403,BESCOM Outlet 357,Utility,Coimbatore,Tamil Nadu,27,Online,False
MERCH_0404,Local Tailor Outlet 547,Other,Ludhiana,Punjab,18,Retail,True
MERCH_0405,Netflix Premium Digital,Subscription,Nagpur,Maharashtra,34,Online,False
MERCH_0406,LIC India Outlet 956,Insurance,Mysore,Karnataka,42,Hybrid,False
MERCH_0407,Disney+ Hotstar Outlet 858,Entertainment,Chandigarh,Punjab,14,Retail,False
MERCH_0408,Groww SIP Digital,Investment,Mysore,Karnataka,37,Online,True
MERCH_0409,Youtube Premium Digital,Subscription,Delhi,Delhi,30,Online,True
MERCH_0410,Local Kirana Outlet 198,Grocery,Nagpur,Maharashtra,28,Hybrid,False
MERCH_0411,Zoomcar Outlet 667,Travel,Kanpur,Uttar Pradesh,35,Online,True
MERCH_0412,HDFC Ergo Outlet 953,Insurance,Hyderabad,Telangana,34,Retail,False
MERCH_0413,Blinkit Outlet 539,Grocery,Trivandrum,Kerala,5,Hybrid,False
MERCH_0414,Inox Outlet 758,Entertainment,Mysore,Karnataka,12,Retail,False
MERCH_0415,Zepto Outlet 551,Grocery,Kolkata,West Bengal,41,Retail,False
MERCH_0416,PVR Cinemas Outlet 255,Entertainment,Trivandrum,Kerala,98,Online,False
MERCH_0417,Bharat Petroleum Outlet 701,Fuel,Hyderabad,Telangana,22,Retail,True
MERCH_0418,More Retail Outlet 430,Grocery,Mumbai,Maharashtra,35,Retail,False
MERCH_0419,NoBroker Rent Outlet 205,Rent,Noida,Uttar Pradesh,28,Retail,True
MERCH_0420,Gift Gallery Outlet 435,Other,Trivandrum,Kerala,20,Hybrid,False
MERCH_0421,iCloud Storage Digital,Subscription,Ludhiana,Punjab,13,Online,True
MERCH_0422,Reliance Petroleum Outlet 563,Fuel,Trivandrum,Kerala,14,Retail,False
MERCH_0423,Salon & Spa Outlet 132,Other,Lucknow,Uttar Pradesh,14,Online,False
MERCH_0424,Zara Outlet 598,Shopping,Ludhiana,Punjab,12,Hybrid,True
MERCH_0425,Hardware Store Outlet 700,Other,Trivandrum,Kerala,12,Hybrid,False
MERCH_0426,Barbeque Nation Outlet 837,Dining_Out,Udaipur,Rajasthan,11,Hybrid,False
MERCH_0427,Local Kirana Outlet 799,Grocery,Noida,Uttar Pradesh,5,Retail,False
MERCH_0428,LIC India Outlet 994,Insurance,Chandigarh,Punjab,21,Retail,False
MERCH_0429,LIC India Outlet 429,Insurance,Ahmedabad,Gujarat,9,Hybrid,True
MERCH_0430,Max Life Insurance Outlet 564,Insurance,Udaipur,Rajasthan,32,Hybrid,False
MERCH_0431,Local Tailor Outlet 241,Other,Kochi,Kerala,8,Retail,False
MERCH_0432,Social Outlet 913,Dining_Out,Mysore,Karnataka,43,Retail,False
MERCH_0433,Indian Oil Outlet 157,Fuel,Chandigarh,Punjab,6,Retail,False
MERCH_0434,DMart Outlet 120,Grocery,Ahmedabad,Gujarat,43,Online,False
MERCH_0435,Max Life Insurance Outlet 437,Insurance,Coimbatore,Tamil Nadu,26,Hybrid,True
MERCH_0436,Social Outlet 85,Dining_Out,Mumbai,Maharashtra,41,Retail,False
MERCH_0437,Pet Shop Outlet 177,Other,Kanpur,Uttar Pradesh,27,Retail,True
MERCH_0438,Spotify Family Digital,Subscription,Jaipur,Rajasthan,26,Online,False
MERCH_0439,Indian Oil Outlet 498,Fuel,Mumbai,Maharashtra,27,Retail,False
MERCH_0440,Max Life Insurance Outlet 500,Insurance,Chandigarh,Punjab,37,Online,False
MERCH_0441,BookMyShow Outlet 822,Entertainment,Surat,Gujarat,44,Hybrid,False
MERCH_0442,Blinkit Outlet 356,Grocery,Mysore,Karnataka,35,Online,False
MERCH_0443,NPS Contribution Digital,Investment,Noida,Uttar Pradesh,41,Online,False
MERCH_0444,CCD Outlet 971,Food,Chandigarh,Punjab,15,Online,True
MERCH_0445,Flipkart Outlet 177,Shopping,Nagpur,Maharashtra,39,Online,True
MERCH_0446,Reliance Fresh Outlet 893,Grocery,Jaipur,Rajasthan,5,Online,True
MERCH_0447,Disney VIP Digital,Subscription,Ahmedabad,Gujarat,20,Online,False
MERCH_0448,BookMyShow Outlet 34,Entertainment,Kanpur,Uttar Pradesh,13,Online,False
MERCH_0449,Starbucks Outlet 857,Food,Surat,Gujarat,22,Retail,False
MERCH_0450,NPS Contribution Digital,Investment,Mysore,Karnataka,43,Online,True
MERCH_0451,LIC India Outlet 765,Insurance,Chandigarh,Punjab,13,Hybrid,True
MERCH_0452,Local Tailor Outlet 630,Other,Coimbatore,Tamil Nadu,21,Hybrid,True
MERCH_0453,Yatra Outlet 256,Travel,Bangalore,Karnataka,22,Hybrid,False
MERCH_0454,Mutual Fund Direct Digital,Investment,Kolkata,West Bengal,35,Online,False
MERCH_0455,Gift Gallery Outlet 777,Other,Coimbatore,Tamil Nadu,15,Hybrid,False
MERCH_0456,Jio Fiber Outlet 173,Utility,Jaipur,Rajasthan,14,Online,False
MERCH_0457,More Retail Outlet 833,Grocery,Hyderabad,Telangana,43,Online,False
MERCH_0458,HDFC Ergo Outlet 188,Insurance,Bangalore,Karnataka,29,Hybrid,False
MERCH_0459,Netflix Premium Digital,Subscription,Jaipur,Rajasthan,17,Online,False
MERCH_0460,Municipal Water Outlet 591,Utility,Nagpur,Maharashtra,22,Online,False
MERCH_0461,Hindustan Petroleum Outlet 735,Fuel,Ludhiana,Punjab,20,Retail,False
MERCH_0462,Simplilearn Outlet 960,Education,Nagpur,Maharashtra,23,Retail,False
MERCH_0463,SBI General Insurance Outlet 314,Insurance,Kanpur,Uttar Pradesh,44,Hybrid,True
MERCH_0464,iCloud Storage Digital,Subscription,Ludhiana,Punjab,17,Online,False
MERCH_0465,Blinkit Outlet 930,Grocery,Mysore,Karnataka,27,Retail,False
MERCH_0466,Amity University Outlet 858,Education,Udaipur,Rajasthan,30,Hybrid,True
MERCH_0467,BigBasket Outlet 84,Grocery,Mysore,Karnataka,88,Retail,True
MERCH_0468,Decathlon Outlet 880,Shopping,Chennai,Tamil Nadu,36,Retail,False
MERCH_0469,DPS School Outlet 906,Education,Chennai,Tamil Nadu,8,Hybrid,False
MERCH_0470,Decathlon Outlet 528,Shopping,Mumbai,Maharashtra,42,Hybrid,False
MERCH_0471,BYJU'S Outlet 852,Education,Kolkata,West Bengal,40,Online,False
MERCH_0472,Local Tailor Outlet 748,Other,Kanpur,Uttar Pradesh,36,Hybrid,False
MERCH_0473,SBI General Insurance Outlet 125,Insurance,Udaipur,Rajasthan,35,Hybrid,False
MERCH_0474,Max Healthcare Outlet 672,Healthcare,Chandigarh,Punjab,18,Retail,True
MERCH_0475,Flipkart Outlet 813,Shopping,Chennai,Tamil Nadu,17,Online,True
MERCH_0476,Apollo Clinic Outlet 937,Healthcare,Kochi,Kerala,5,Retail,False
MERCH_0477,Disney VIP Digital,Subscription,Pune,Maharashtra,11,Online,True
MERCH_0478,Zerodha Fund Digital,Investment,Mysore,Karnataka,31,Online,False
MERCH_0479,Indian Oil Outlet 577,Fuel,Kochi,Kerala,26,Retail,False
MERCH_0480,Reliance Fresh Outlet 948,Grocery,Noida,Uttar Pradesh,6,Online,False
MERCH_0481,LIC India Outlet 994,Insurance,Bangalore,Karnataka,20,Hybrid,True
MERCH_0482,Apollo Pharmacy Outlet 718,Healthcare,Kolkata,West Bengal,13,Hybrid,False
MERCH_0483,Zara Outlet 683,Shopping,Mysore,Karnataka,37,Retail,False
MERCH_0484,Local Tailor Outlet 522,Other,Delhi,Delhi,22,Hybrid,False
MERCH_0485,Local Restaurant Outlet 114,Food,Delhi,Delhi,20,Retail,True
MERCH_0486,Tata Power Outlet 22,Utility,Chandigarh,Punjab,41,Online,False
MERCH_0487,Tata Power Outlet 88,Utility,Chandigarh,Punjab,34,Online,False
MERCH_0488,Air India Outlet 80,Travel,Chandigarh,Punjab,44,Retail,True
MERCH_0489,Domino's Outlet 503,Food,Noida,Uttar Pradesh,33,Online,False
MERCH_0490,BYJU'S Outlet 440,Education,Surat,Gujarat,10,Hybrid,True
MERCH_0491,Subway Outlet 250,Food,Noida,Uttar Pradesh,11,Hybrid,False
MERCH_0492,Amity University Outlet 837,Education,Nagpur,Maharashtra,33,Retail,False
MERCH_0493,Max Life Insurance Outlet 508,Insurance,Coimbatore,Tamil Nadu,5,Hybrid,False
MERCH_0494,Spencer's Outlet 131,Grocery,Noida,Uttar Pradesh,27,Online,False
MERCH_0495,Practo Outlet 972,Healthcare,Ludhiana,Punjab,38,Hybrid,False
MERCH_0496,Domino's Outlet 862,Food,Mysore,Karnataka,5,Hybrid,False
MERCH_0497,Spotify Family Digital,Subscription,Chennai,Tamil Nadu,32,Online,False
MERCH_0498,Housing Rent Transfer Outlet 898,Rent,Hyderabad,Telangana,11,Retail,False
MERCH_0499,Mutual Fund Direct Digital,Investment,Udaipur,Rajasthan,11,Online,False
MERCH_0500,Reliance Fresh Outlet 494,Grocery,Surat,Gujarat,36,Online,False
MERCH_0501,Nykaa Outlet 67,Shopping,Mysore,Karnataka,10,Online,True
MERCH_0502,Inox Outlet 470,Entertainment,Hyderabad,Telangana,31,Retail,False
MERCH_0503,Uber Outlet 713,Travel,Bangalore,Karnataka,37,Hybrid,False
MERCH_0504,Max Life Insurance Outlet 163,Insurance,Nagpur,Maharashtra,27,Online,True
MERCH_0505,Coursera Outlet 672,Education,Hyderabad,Telangana,36,Hybrid,False
MERCH_0506,PVR Cinemas Outlet 10,Entertainment,Udaipur,Rajasthan,10,Hybrid,False
MERCH_0507,Adani Electricity Outlet 679,Utility,Delhi,Delhi,21,Online,True
MERCH_0508,Dry Cleaners Outlet 828,Other,Surat,Gujarat,36,Hybrid,False
MERCH_0509,Netflix Premium Digital,Subscription,Udaipur,Rajasthan,6,Online,True
MERCH_0510,Amazon Prime Outlet 280,Entertainment,Mumbai,Maharashtra,29,Online,False
MERCH_0511,Indian Oil Outlet 438,Fuel,Chennai,Tamil Nadu,37,Retail,True
MERCH_0512,Udemy Outlet 361,Education,Coimbatore,Tamil Nadu,21,Online,False
MERCH_0513,HDFC Ergo Outlet 724,Insurance,Trivandrum,Kerala,33,Retail,False
MERCH_0514,Blinkit Outlet 110,Grocery,Jaipur,Rajasthan,13,Retail,False
MERCH_0515,Hardware Store Outlet 347,Other,Kochi,Kerala,13,Online,False
MERCH_0516,Hardware Store Outlet 256,Other,Ludhiana,Punjab,30,Online,False
MERCH_0517,ICICI Lombard Outlet 442,Insurance,Chandigarh,Punjab,7,Retail,False
MERCH_0518,Barbeque Nation Outlet 938,Dining_Out,Surat,Gujarat,7,Hybrid,False
MERCH_0519,BESCOM Outlet 721,Utility,Kochi,Kerala,11,Online,False
MERCH_0520,Apollo Clinic Outlet 831,Healthcare,Mumbai,Maharashtra,14,Retail,False
MERCH_0521,Jio Fiber Outlet 496,Utility,Mysore,Karnataka,20,Online,False
MERCH_0522,NoBroker Rent Outlet 99,Rent,Udaipur,Rajasthan,30,Retail,False
MERCH_0523,Pet Shop Outlet 445,Other,Delhi,Delhi,15,Retail,False
MERCH_0524,LIC India Outlet 149,Insurance,Surat,Gujarat,18,Retail,False
MERCH_0525,Jio Fiber Outlet 933,Utility,Kanpur,Uttar Pradesh,71,Online,False
MERCH_0526,Salon & Spa Outlet 800,Other,Noida,Uttar Pradesh,6,Hybrid,False
MERCH_0527,Netflix Outlet 817,Entertainment,Pune,Maharashtra,18,Hybrid,False
MERCH_0528,NPS Contribution Digital,Investment,Delhi,Delhi,16,Online,False
MERCH_0529,Hindustan Petroleum Outlet 80,Fuel,Kanpur,Uttar Pradesh,24,Retail,False
MERCH_0530,Hindustan Petroleum Outlet 78,Fuel,Ahmedabad,Gujarat,7,Retail,False
MERCH_0531,Reliance Petroleum Outlet 18,Fuel,Lucknow,Uttar Pradesh,10,Retail,False
MERCH_0532,Apollo Clinic Outlet 898,Healthcare,Ahmedabad,Gujarat,28,Online,False
MERCH_0533,HDFC Ergo Outlet 661,Insurance,Mysore,Karnataka,38,Online,False
MERCH_0534,Zomato Outlet 972,Food,Ludhiana,Punjab,43,Retail,True
MERCH_0535,Jio Fiber Outlet 223,Utility,Delhi,Delhi,23,Online,True
MERCH_0536,Adani Electricity Outlet 783,Utility,Chennai,Tamil Nadu,15,Online,True
MERCH_0537,Netflix Premium Digital,Subscription,Pune,Maharashtra,15,Online,False
MERCH_0538,Shell Petrol Outlet 121,Fuel,Chennai,Tamil Nadu,16,Retail,False
MERCH_0539,Flipkart Outlet 990,Shopping,Trivandrum,Kerala,34,Hybrid,False
MERCH_0540,Spotify Outlet 914,Entertainment,Mumbai,Maharashtra,42,Retail,False
MERCH_0541,Westside Outlet 384,Shopping,Mysore,Karnataka,42,Hybrid,True
MERCH_0542,Apollo Clinic Outlet 257,Healthcare,Mysore,Karnataka,43,Online,False
MERCH_0543,Max Healthcare Outlet 834,Healthcare,Kochi,Kerala,31,Retail,False
MERCH_0544,Booking.com Outlet 553,Travel,Kolkata,West Bengal,15,Hybrid,True
MERCH_0545,Ola Outlet 903,Travel,Hyderabad,Telangana,25,Retail,False
MERCH_0546,Pizza Hut Outlet 235,Food,Kochi,Kerala,22,Retail,False
MERCH_0547,Apollo Clinic Outlet 551,Healthcare,Surat,Gujarat,27,Online,False
MERCH_0548,Adani Electricity Outlet 173,Utility,Mumbai,Maharashtra,44,Online,False
MERCH_0549,Social Outlet 750,Dining_Out,Ludhiana,Punjab,20,Online,True
MERCH_0550,Zepto Outlet 913,Grocery,Chandigarh,Punjab,9,Retail,False
MERCH_0551,AngelOne Deposit Digital,Investment,Nagpur,Maharashtra,16,Online,True
MERCH_0552,Youtube Premium Digital,Subscription,Jaipur,Rajasthan,16,Online,True
MERCH_0553,Inox Outlet 995,Entertainment,Surat,Gujarat,44,Retail,False
MERCH_0554,Salon & Spa Outlet 406,Other,Bangalore,Karnataka,17,Online,True
MERCH_0555,Nature's Basket Outlet 648,Grocery,Hyderabad,Telangana,36,Hybrid,False
MERCH_0556,Yatra Outlet 719,Travel,Mumbai,Maharashtra,30,Online,True
MERCH_0557,NPS Contribution Digital,Investment,Kanpur,Uttar Pradesh,31,Online,True
MERCH_0558,BookMyShow Outlet 153,Entertainment,Delhi,Delhi,35,Online,False
MERCH_0559,iCloud Storage Digital,Subscription,Bangalore,Karnataka,37,Online,False
MERCH_0560,Ajio Outlet 703,Shopping,Nagpur,Maharashtra,38,Online,False
MERCH_0561,Groww SIP Digital,Investment,Udaipur,Rajasthan,42,Online,False
MERCH_0562,Apollo Pharmacy Outlet 209,Healthcare,Bangalore,Karnataka,14,Hybrid,False
MERCH_0563,Nykaa Outlet 230,Shopping,Ludhiana,Punjab,14,Retail,False
MERCH_0564,Nature's Basket Outlet 813,Grocery,Surat,Gujarat,41,Hybrid,False
MERCH_0565,Bharat Petroleum Outlet 948,Fuel,Nagpur,Maharashtra,38,Retail,False
MERCH_0566,Zerodha Fund Digital,Investment,Jaipur,Rajasthan,32,Online,False
MERCH_0567,Yatra Outlet 875,Travel,Kolkata,West Bengal,36,Retail,True
MERCH_0568,Cred RentPay Outlet 865,Rent,Nagpur,Maharashtra,43,Retail,False
MERCH_0569,H&M Outlet 159,Shopping,Delhi,Delhi,13,Hybrid,False
MERCH_0570,KFC Outlet 753,Food,Lucknow,Uttar Pradesh,44,Hybrid,False
MERCH_0571,Smaaash Outlet 698,Entertainment,Kanpur,Uttar Pradesh,17,Hybrid,False
MERCH_0572,ICICI Lombard Outlet 935,Insurance,Delhi,Delhi,26,Retail,False
MERCH_0573,Netflix Outlet 826,Entertainment,Surat,Gujarat,8,Hybrid,False
MERCH_0574,Municipal Water Outlet 255,Utility,Trivandrum,Kerala,27,Online,False
MERCH_0575,Starbucks Outlet 46,Food,Jaipur,Rajasthan,22,Retail,True
MERCH_0576,MakeMyTrip Flights Outlet 829,Travel,Ludhiana,Punjab,11,Online,True
MERCH_0577,Indigo Outlet 715,Travel,Bangalore,Karnataka,79,Online,True
MERCH_0578,Bharat Petroleum Outlet 403,Fuel,Kolkata,West Bengal,25,Retail,False
MERCH_0579,Disney+ Hotstar Outlet 94,Entertainment,Trivandrum,Kerala,21,Online,True
MERCH_0580,ICICI Lombard Outlet 454,Insurance,Chennai,Tamil Nadu,23,Retail,True
MERCH_0581,LIC India Outlet 455,Insurance,Ahmedabad,Gujarat,14,Hybrid,False
MERCH_0582,Burger King Outlet 963,Food,Trivandrum,Kerala,20,Retail,False
MERCH_0583,IRCTC Outlet 703,Travel,Bangalore,Karnataka,22,Hybrid,False
MERCH_0584,AngelOne Deposit Digital,Investment,Mumbai,Maharashtra,7,Online,False
MERCH_0585,BYJU'S Outlet 162,Education,Jaipur,Rajasthan,24,Online,False
MERCH_0586,Local Clinic Outlet 377,Healthcare,Mysore,Karnataka,17,Online,False
MERCH_0587,Starbucks Outlet 284,Food,Ludhiana,Punjab,24,Online,True
MERCH_0588,Dry Cleaners Outlet 584,Other,Delhi,Delhi,9,Hybrid,False
MERCH_0589,H&M Outlet 90,Shopping,Hyderabad,Telangana,8,Retail,True
MERCH_0590,ICICI Lombard Outlet 205,Insurance,Coimbatore,Tamil Nadu,28,Retail,False
MERCH_0591,Tata Power Outlet 732,Utility,Surat,Gujarat,34,Online,True
MERCH_0592,Zomato Outlet 344,Food,Coimbatore,Tamil Nadu,28,Online,False
MERCH_0593,Cred RentPay Outlet 374,Rent,Surat,Gujarat,25,Retail,False
MERCH_0594,Municipal Water Outlet 388,Utility,Hyderabad,Telangana,22,Online,True
MERCH_0595,Youtube Premium Digital,Subscription,Hyderabad,Telangana,22,Online,False
MERCH_0596,Spencer's Outlet 941,Grocery,Chandigarh,Punjab,13,Hybrid,False
MERCH_0597,Local Clinic Outlet 188,Healthcare,Nagpur,Maharashtra,18,Retail,False
MERCH_0598,Zoomcar Outlet 421,Travel,Surat,Gujarat,18,Retail,False
MERCH_0599,IRCTC Outlet 320,Travel,Delhi,Delhi,29,Online,False
MERCH_0600,Hardware Store Outlet 627,Other,Bangalore,Karnataka,42,Hybrid,False
MERCH_0601,Municipal Water Outlet 117,Utility,Noida,Uttar Pradesh,35,Online,False
MERCH_0602,Spotify Outlet 128,Entertainment,Pune,Maharashtra,42,Online,False
MERCH_0603,HDFC Ergo Outlet 565,Insurance,Lucknow,Uttar Pradesh,41,Retail,False
