Customer_ID,Fraud_Flag,Fraud_Risk_Score,Overall_Risk_Score,Failed_Login_Count,New_Device_Login_Frequency,Unusual_Login_Flag,Account_Takeover_Risk,High_Value_Transaction_Count,Suspicious_Transaction_Count,Beneficiary_Change_Frequency,Device_Trust_Score,Velocity_Score,Geo_Anomaly_Flag,Security_Awareness_Score
CUST_07806,False,16,13,0,Low,False,6,3,0,Low,86,33,False,69
CUST_07807,True,91,43,4,High,True,60,3,1,High,11,73,True,25
CUST_07808,False,3,8,0,Medium,False,13,6,0,Low,93,39,False,65
CUST_07809,False,11,8,0,Low,False,9,0,0,Low,78,17,False,50
CUST_07810,True,91,44,4,High,True,67,0,1,Low,15,72,True,30
CUST_07811,False,21,17,0,Low,False,24,0,0,Low,78,31,False,90
CUST_07812,True,77,35,4,High,True,91,3,1,High,7,88,True,27
CUST_07813,False,8,8,0,Medium,False,15,0,0,Low,85,32,False,61
CUST_07814,True,80,38,4,High,True,73,3,1,Medium,21,74,True,39
CUST_07815,False,29,16,1,Low,False,21,3,0,Low,79,12,False,69
CUST_07816,True,81,39,4,High,True,87,0,1,Medium,15,79,True,27
CUST_07817,False,27,26,0,Low,False,23,0,0,Low,90,7,False,85
CUST_07818,False,29,21,0,Medium,False,24,0,0,Low,71,11,False,64
CUST_07819,False,41,25,0,Low,False,15,0,0,Medium,72,14,False,56
CUST_07820,False,20,14,0,Low,False,7,0,0,Low,79,6,False,91
CUST_07821,True,91,45,5,High,True,72,3,2,Low,26,95,True,27
CUST_07822,False,9,9,0,Low,False,17,0,0,Low,70,11,False,93
CUST_07823,False,33,35,0,Low,False,17,0,0,Low,83,40,False,85
CUST_07824,False,15,12,0,Low,False,12,3,0,Medium,76,20,False,73
CUST_07825,False,4,5,0,Low,False,33,0,0,Low,79,36,False,96
CUST_07826,False,27,16,0,Medium,False,7,0,0,Low,74,6,False,57
CUST_07827,False,10,11,0,Low,False,5,3,0,Low,99,18,False,65
CUST_07828,True,98,47,3,High,True,66,3,1,High,16,97,True,43
CUST_07829,True,82,40,2,High,True,78,0,1,High,5,77,True,11
CUST_07830,False,27,18,0,Low,False,6,0,0,Low,83,41,False,83
CUST_07831,False,30,18,0,Medium,False,28,0,0,Low,90,32,False,62
CUST_07832,True,80,39,4,High,True,64,4,1,Medium,9,86,True,41
CUST_07833,True,75,40,5,High,True,91,0,2,Medium,28,92,True,40
CUST_07834,False,12,9,0,Low,False,6,0,0,Low,88,12,False,58
CUST_07835,True,89,37,2,High,True,66,3,1,High,18,77,True,43
CUST_07836,False,33,23,1,Low,False,15,3,0,Low,87,37,False,51
CUST_07837,False,11,12,1,Medium,False,23,0,0,Low,92,35,False,57
CUST_07838,False,24,14,0,Low,False,10,3,0,Low,94,42,False,69
CUST_07839,False,18,11,0,Low,False,21,3,0,Low,75,6,False,88
CUST_07840,False,46,27,0,Low,False,25,0,0,Low,74,44,False,76
CUST_07841,False,4,14,0,Low,False,32,0,0,Low,83,36,False,53
CUST_07842,False,37,25,0,Low,False,8,3,0,Low,87,44,False,67
CUST_07843,False,25,40,0,Low,False,13,3,0,Low,73,28,False,74
CUST_07844,False,24,15,1,Low,False,25,3,0,Low,90,18,False,67
CUST_07845,False,18,11,1,Low,False,30,0,0,Low,84,12,False,58
CUST_07846,True,86,44,3,High,True,76,0,2,Medium,26,83,True,18
CUST_07847,True,84,39,3,High,True,77,0,1,High,20,81,True,14
CUST_07848,True,99,45,5,High,True,66,1,2,High,5,79,True,21
CUST_07849,False,20,15,0,Low,False,19,0,0,Low,70,6,False,74
CUST_07850,False,8,8,0,Low,False,32,0,0,Low,72,8,False,67
CUST_07851,False,6,9,0,Low,False,21,0,0,Low,76,16,False,66
CUST_07852,True,87,40,2,High,True,87,0,1,Low,15,76,True,17
CUST_07853,False,3,5,0,Low,False,18,3,0,Medium,85,30,False,93
CUST_07854,False,30,14,0,Low,False,16,3,0,Low,81,33,False,93
CUST_07855,False,1,7,0,Low,False,16,0,0,Low,87,5,False,50
CUST_07856,False,39,24,0,Medium,False,24,0,0,Medium,97,37,False,59
CUST_07857,False,11,10,1,Low,False,19,0,0,Low,72,14,False,54
CUST_07858,False,40,24,0,Low,False,31,3,0,High,88,19,False,87
CUST_07859,True,81,35,3,High,True,88,3,1,High,10,84,True,12
CUST_07860,False,28,18,0,Low,False,9,3,0,Low,83,33,False,80
CUST_07861,False,24,15,0,Low,False,25,0,0,Low,79,16,False,78
CUST_07862,False,21,12,0,Low,False,22,0,0,Low,74,33,False,54
CUST_07863,False,17,11,0,Low,False,12,3,0,Low,94,20,True,80
CUST_07864,False,26,22,0,Low,False,31,3,0,Low,95,27,False,71
CUST_07865,False,1,5,0,Low,False,28,3,0,Low,75,26,False,56
CUST_07866,False,37,23,0,Low,False,21,3,0,Low,79,11,False,60
CUST_07867,False,10,11,0,Low,False,20,3,0,Low,73,33,False,50
CUST_07868,False,17,11,0,Low,False,7,3,0,Low,81,21,False,54
CUST_07869,False,34,17,0,Low,False,19,3,0,Low,95,11,False,74
CUST_07870,False,29,19,0,Low,False,33,0,0,Medium,83,29,False,61
CUST_07871,True,87,40,5,High,True,68,0,2,Medium,13,73,True,39
CUST_07872,True,80,40,3,High,True,69,3,2,Medium,9,85,True,33
CUST_07873,False,0,5,0,Low,False,16,3,0,Medium,79,9,False,58
CUST_07874,True,87,42,2,High,True,86,3,1,High,13,84,True,33
CUST_07875,True,76,36,3,High,True,90,3,1,Medium,23,93,True,22
CUST_07876,True,99,49,5,High,True,88,3,1,Medium,15,89,True,14
CUST_07877,False,22,18,0,Low,False,21,3,0,Low,76,29,False,64
CUST_07878,False,1,6,0,Low,False,26,0,0,Low,86,8,False,56
CUST_07879,False,15,13,0,Low,False,11,3,0,Low,73,10,False,60
CUST_07880,True,90,42,4,High,True,86,0,1,Low,16,81,True,12
CUST_07881,False,34,23,1,Medium,False,31,0,0,Low,96,27,False,54
CUST_07882,True,88,45,4,High,True,60,3,1,Low,26,94,True,12
CUST_07883,False,8,6,0,Low,False,11,0,0,Low,94,16,False,83
CUST_07884,False,24,13,1,Low,True,27,0,0,Low,84,29,False,87
CUST_07885,False,27,16,1,Low,False,25,0,0,Low,97,23,False,86
CUST_07886,True,76,36,4,High,True,92,3,1,High,24,85,True,14
CUST_07887,True,87,42,2,High,True,88,0,2,Low,10,72,True,25
CUST_07888,False,2,6,0,Low,False,18,3,0,Low,80,41,False,99
CUST_07889,False,33,20,0,Low,False,19,0,0,Medium,82,17,False,75
CUST_07890,False,16,14,0,Low,False,8,0,0,Low,71,8,False,90
CUST_07891,False,30,15,0,Low,False,14,0,0,Low,82,28,False,92
CUST_07892,False,19,24,1,Medium,False,22,3,0,Low,75,13,False,82
CUST_07893,False,31,21,0,Low,True,12,3,0,Medium,85,36,False,92
CUST_07894,False,26,15,0,Low,False,25,0,0,Low,79,23,False,51
CUST_07895,False,1,7,0,Low,False,20,3,0,Medium,99,15,False,72
CUST_07896,False,7,8,1,Low,False,22,0,0,Low,84,13,False,63
CUST_07897,False,27,29,0,Low,False,28,0,0,Low,82,43,False,55
CUST_07898,False,22,16,0,Low,False,30,0,0,Low,94,34,False,73
CUST_07899,False,41,25,0,Low,False,29,0,0,Low,70,44,False,70
CUST_07900,False,20,14,0,Low,False,26,0,0,Low,83,23,False,50
CUST_07901,True,90,41,3,High,True,61,0,1,High,28,87,True,17
CUST_07902,False,7,5,0,Low,False,14,3,0,Low,85,39,False,55
CUST_07903,True,92,46,4,High,True,64,3,1,Medium,22,81,True,27
CUST_07904,False,23,19,0,Low,False,25,0,0,Low,92,22,False,72
CUST_07905,True,98,47,4,High,True,60,3,1,Medium,24,75,True,18
CUST_07906,False,7,8,2,Low,False,12,3,0,Medium,98,25,False,86
CUST_07907,False,23,17,0,Low,False,7,0,0,Low,97,36,False,86
CUST_07908,False,0,17,1,Low,False,32,3,0,Low,85,44,False,57
CUST_07909,False,31,15,0,Medium,False,26,3,0,Medium,84,40,False,91
CUST_07910,False,11,8,0,Low,False,23,3,0,Low,75,5,False,54
CUST_07911,False,2,5,2,Low,False,33,0,0,Low,85,39,False,62
CUST_07912,False,7,6,0,Low,False,12,3,0,Low,88,12,False,88
CUST_07913,False,2,5,0,Low,False,22,3,0,Low,97,41,False,53
CUST_07914,False,1,6,0,Low,False,19,3,0,Medium,70,40,True,50
CUST_07915,False,2,5,0,Low,False,15,0,0,Low,87,20,False,99
CUST_07916,False,4,5,0,Low,False,18,3,0,Low,84,8,False,83
CUST_07917,False,22,14,0,Low,False,22,0,0,Low,92,10,False,85
CUST_07918,False,9,11,0,Low,False,33,0,0,Low,90,22,False,54
CUST_07919,True,77,36,5,High,True,80,0,1,Low,26,83,True,25
CUST_07920,False,28,12,0,Low,False,28,0,0,Medium,97,19,False,90
CUST_07921,False,20,13,0,Medium,False,13,3,0,Low,94,28,False,73
CUST_07922,False,49,28,0,Low,False,8,3,0,Low,95,33,False,85
CUST_07923,False,25,19,0,Low,False,12,0,0,Low,75,6,False,93
CUST_07924,False,33,16,0,Low,False,15,3,0,Low,94,6,False,60
CUST_07925,False,20,14,0,Low,False,18,0,0,Low,76,38,False,62
CUST_07926,False,31,17,0,Medium,False,11,0,0,Low,93,33,False,71
CUST_07927,False,40,25,1,Low,False,10,0,0,Low,86,38,False,59
CUST_07928,False,0,5,0,Medium,False,11,0,0,Low,89,11,False,60
CUST_07929,False,32,17,0,Low,False,13,3,0,Low,75,34,False,70
CUST_07930,False,19,13,0,Low,False,19,0,0,Low,88,41,False,86
CUST_07931,True,78,40,2,High,True,61,3,1,Medium,7,89,True,11
CUST_07932,False,26,18,0,Low,False,19,3,0,Low,70,32,False,82
CUST_07933,True,85,43,2,High,True,74,0,1,Low,25,85,True,13
CUST_07934,False,11,7,0,Medium,False,34,3,0,Low,91,16,False,73
CUST_07935,False,17,11,0,Low,False,23,3,0,Low,81,32,False,96
CUST_07936,False,19,12,0,Low,False,15,3,0,Low,81,34,False,80
CUST_07937,False,24,14,0,Low,False,23,0,0,Low,89,17,False,56
CUST_07938,True,94,48,4,High,True,79,0,1,Low,15,95,True,13
CUST_07939,False,39,25,0,Low,False,34,3,0,Low,81,41,False,73
CUST_07940,False,30,19,0,Low,False,10,0,0,Medium,80,18,False,56
CUST_07941,False,30,15,0,Low,False,7,0,0,Low,94,40,False,85
CUST_07942,True,82,42,3,High,True,70,0,1,Low,13,76,True,38
CUST_07943,True,81,41,5,High,True,62,3,1,High,20,83,True,38
CUST_07944,False,13,10,1,Low,False,21,0,0,Low,86,35,False,72
CUST_07945,False,10,9,0,Low,False,26,3,0,Low,80,28,False,96
CUST_07946,True,86,40,3,High,True,85,3,1,Low,15,83,True,34
CUST_07947,True,78,38,4,High,True,75,3,2,High,19,90,True,16
CUST_07948,False,1,5,0,Low,False,31,3,0,Low,89,38,False,97
CUST_07949,False,49,29,2,Low,False,18,3,0,Medium,85,6,True,76
CUST_07950,True,97,43,4,High,True,72,0,1,Medium,24,74,True,39
CUST_07951,False,25,15,0,Low,False,19,0,0,Low,99,8,False,88
CUST_07952,False,4,6,0,Low,False,24,0,0,Low,73,7,False,56
CUST_07953,False,16,13,1,Medium,False,23,3,0,Low,89,15,False,59
CUST_07954,False,18,12,1,Medium,False,26,3,0,Low,77,44,False,73
CUST_07955,False,29,18,0,Low,False,5,0,0,Low,88,44,False,83
CUST_07956,True,80,42,3,High,True,67,3,1,Medium,16,86,True,23
CUST_07957,False,31,16,2,Low,False,13,0,0,Low,71,40,False,64
CUST_07958,False,11,12,0,Low,False,34,0,0,Low,72,41,False,58
CUST_07959,False,29,15,0,Low,False,24,3,0,Low,82,32,False,71
CUST_07960,True,96,43,3,High,True,81,3,1,Medium,28,95,True,14
CUST_07961,True,85,38,5,High,True,74,0,1,Medium,6,80,True,31
CUST_07962,False,23,19,0,Low,False,11,3,0,Low,89,40,False,69
CUST_07963,False,7,7,1,Low,False,19,0,0,Low,95,36,False,71
CUST_07964,True,79,62,4,High,True,67,3,1,Low,29,83,True,34
CUST_07965,False,12,12,0,Low,False,19,0,0,Low,73,19,False,69
CUST_07966,True,77,36,2,High,True,61,0,1,Medium,18,76,True,29
CUST_07967,False,21,13,1,Low,False,14,0,0,Medium,88,11,False,61
CUST_07968,False,3,9,0,Low,False,29,0,0,Low,93,17,False,55
CUST_07969,True,98,47,4,High,True,60,0,1,Medium,8,77,True,32
CUST_07970,True,82,50,4,High,True,92,3,2,Medium,7,74,True,44
CUST_07971,True,92,44,4,High,True,64,0,1,High,16,72,True,44
CUST_07972,True,79,41,5,High,True,67,3,1,Low,5,77,True,42
CUST_07973,True,80,37,3,High,True,85,3,1,High,25,87,True,20
CUST_07974,False,28,13,0,Low,False,7,3,0,Low,94,14,False,73
CUST_07975,True,76,35,5,High,True,81,0,1,Medium,16,96,True,20
CUST_07976,True,90,38,5,High,True,68,3,2,High,18,80,True,26
CUST_07977,False,27,14,0,Low,False,25,0,0,Low,96,15,False,91
CUST_07978,False,3,7,0,Low,False,27,3,0,Low,81,33,False,80
CUST_07979,True,80,38,2,High,True,91,0,1,Low,9,72,True,37
CUST_07980,False,21,17,1,Low,False,21,6,0,Low,76,10,False,95
CUST_07981,False,4,8,0,Low,False,11,0,0,Low,84,30,False,79
CUST_07982,False,25,16,0,Low,False,32,3,0,Low,75,9,False,88
CUST_07983,False,45,26,0,Medium,False,22,0,0,Low,74,44,False,58
CUST_07984,False,17,10,0,Low,False,34,3,0,Medium,82,27,False,53
CUST_07985,False,16,10,0,Low,False,21,0,0,High,78,8,False,69
CUST_07986,False,5,5,1,Medium,False,10,0,0,Low,81,43,False,94
CUST_07987,False,34,19,0,Low,False,21,3,0,High,87,37,False,61
CUST_07988,True,93,48,5,High,True,74,3,1,Low,29,92,True,41
CUST_07989,False,28,16,0,Low,False,9,0,0,Low,99,44,False,92
CUST_07990,True,92,44,3,High,True,81,3,1,High,9,94,True,30
CUST_07991,False,6,6,0,Low,False,14,6,0,Low,76,10,False,65
CUST_07992,True,98,46,5,High,True,80,1,2,Medium,9,82,True,25
CUST_07993,False,17,14,1,Medium,False,29,3,0,Low,88,20,False,65
CUST_07994,False,32,20,0,Low,False,33,0,0,Low,97,17,False,90
CUST_07995,True,93,43,2,High,True,68,0,1,Low,27,73,True,14
CUST_07996,False,25,15,0,Low,False,26,3,0,Low,77,8,False,79
CUST_07997,False,12,12,2,Low,False,6,3,0,Low,74,19,False,91
CUST_07998,True,95,42,4,High,True,70,0,1,Low,19,74,True,30
CUST_07999,False,31,19,1,Low,False,27,3,0,Low,75,31,False,90
CUST_08000,False,25,26,0,Low,False,20,0,0,Low,82,31,False,97
CUST_08001,False,25,18,0,Low,False,16,0,0,Low,76,31,False,72
CUST_08002,True,85,40,3,High,True,84,0,1,High,10,85,True,44
CUST_08003,False,13,13,1,Low,False,15,0,0,Low,98,11,False,80
CUST_08004,False,7,7,0,Low,False,28,0,0,Low,74,29,False,59
CUST_08005,True,84,48,2,High,True,93,3,1,High,11,85,True,41
CUST_08006,False,39,28,0,Low,False,17,3,0,Low,97,6,False,62
CUST_08007,False,19,15,1,Medium,False,15,0,0,Low,95,35,False,57
CUST_08008,False,2,5,1,Low,False,9,3,0,Low,74,36,False,66
CUST_08009,False,30,21,0,Low,False,29,0,0,Low,86,26,False,58
CUST_08010,False,23,13,0,Medium,False,15,0,0,Medium,88,16,False,69
CUST_08011,False,9,9,0,Low,False,5,0,0,Medium,70,13,False,56
CUST_08012,True,82,38,4,High,True,68,0,1,High,12,91,True,15
CUST_08013,False,0,7,2,Low,False,29,3,0,High,88,22,False,80
CUST_08014,False,16,11,0,Medium,False,10,3,0,Low,74,19,False,54
CUST_08015,False,28,14,1,Low,False,19,0,0,Low,77,34,False,53
CUST_08016,False,29,14,0,Low,False,24,0,0,Medium,83,43,False,63
CUST_08017,False,12,9,1,Low,False,21,0,0,Low,92,18,False,90
CUST_08018,False,17,13,0,Medium,False,11,0,0,Low,94,29,False,63
CUST_08019,True,99,40,4,High,True,82,3,1,High,23,89,True,15
CUST_08020,False,23,14,1,Low,False,12,3,0,Low,76,25,False,82
CUST_08021,False,26,15,0,Low,False,13,0,0,Low,97,26,False,71
CUST_08022,True,99,53,3,High,True,61,0,1,Medium,22,71,True,26
CUST_08023,False,12,9,0,Low,False,18,0,0,High,71,36,False,99
CUST_08024,False,1,8,1,Low,False,24,0,0,Low,71,5,False,54
CUST_08025,False,0,7,0,Medium,False,15,0,0,Low,80,35,False,62
CUST_08026,False,17,14,0,Low,False,12,0,0,Low,90,17,False,51
CUST_08027,False,0,8,0,Low,False,31,3,0,Low,98,44,False,65
CUST_08028,False,17,15,1,Low,False,10,3,0,Low,89,28,False,89
CUST_08029,True,91,41,4,High,True,79,0,1,Medium,12,81,True,12
CUST_08030,False,39,24,0,Medium,False,17,3,0,Medium,93,41,False,74
CUST_08031,True,99,45,3,High,True,82,3,2,High,6,72,True,18
CUST_08032,False,19,12,2,Medium,False,34,3,0,Low,85,37,False,57
CUST_08033,False,25,17,1,Low,False,19,3,0,Low,81,20,False,97
CUST_08034,False,2,5,0,Low,False,12,0,0,Low,92,41,False,59
CUST_08035,True,85,39,5,High,True,65,3,1,Low,19,79,True,23
CUST_08036,True,90,43,4,High,True,92,4,1,High,12,94,True,17
CUST_08037,False,25,18,0,Low,False,29,3,0,Low,70,17,False,80
CUST_08038,False,15,10,1,Low,False,13,0,0,Low,89,38,False,63
CUST_08039,False,8,8,0,Low,False,28,3,0,Medium,70,9,False,61
CUST_08040,False,39,25,0,Low,False,22,3,0,Medium,98,36,False,62
CUST_08041,False,15,13,0,Low,False,15,0,0,Low,93,31,False,92
CUST_08042,True,95,45,3,High,True,89,0,1,Medium,14,84,True,33
CUST_08043,False,20,15,0,Low,False,28,3,0,Low,90,43,False,80
CUST_08044,False,14,6,0,Low,False,6,3,0,Low,82,38,False,95
CUST_08045,False,12,11,0,Medium,False,25,0,0,Low,86,7,False,66
CUST_08046,False,1,5,1,Medium,False,28,0,0,Low,89,28,False,62
CUST_08047,False,20,13,0,Low,False,17,0,0,Low,98,17,False,77
CUST_08048,False,26,15,1,Low,False,9,3,0,Low,85,44,False,52
CUST_08049,False,29,12,0,Low,False,12,3,0,Low,78,28,False,80
CUST_08050,True,96,43,2,High,True,71,3,1,High,8,84,True,28
CUST_08051,False,23,17,0,Low,False,25,0,0,Low,88,41,False,52
CUST_08052,True,86,44,2,High,True,73,0,1,Low,22,77,True,42
CUST_08053,False,18,14,0,Low,False,13,3,0,Low,95,10,False,54
CUST_08054,False,25,19,0,Low,False,20,0,0,Low,77,26,False,77
CUST_08055,False,0,12,0,Low,False,11,0,0,Low,97,29,False,51
CUST_08056,True,79,39,2,High,True,88,3,1,High,21,71,True,19
CUST_08057,False,21,14,0,Low,False,33,3,0,Low,80,39,False,74
CUST_08058,False,1,8,0,Low,False,33,3,0,Low,85,30,False,79
CUST_08059,False,11,11,0,Low,False,28,0,0,Low,82,25,False,72
CUST_08060,False,24,18,0,Low,True,26,3,0,Low,77,28,False,94
CUST_08061,True,90,42,5,High,True,72,3,1,High,21,80,True,33
CUST_08062,False,6,7,0,Low,False,27,0,0,Medium,90,41,False,95
CUST_08063,False,14,8,0,Low,False,6,0,0,Low,94,33,False,62
CUST_08064,False,4,6,0,Low,False,22,3,0,Low,96,5,False,55
CUST_08065,False,38,26,0,Low,False,18,0,0,Low,92,36,False,84
CUST_08066,True,82,36,4,High,True,90,0,1,Low,15,76,True,29
CUST_08067,False,39,26,0,Low,False,6,3,0,Low,71,24,False,74
CUST_08068,True,86,40,3,High,True,78,0,1,Medium,13,78,True,18
CUST_08069,False,18,11,1,Low,False,21,0,0,Medium,83,21,False,73
CUST_08070,True,84,34,2,High,True,74,0,2,Medium,18,70,True,36
CUST_08071,False,44,29,0,Low,False,8,3,0,Low,70,6,False,66
CUST_08072,False,7,5,0,Low,False,27,3,0,Low,85,7,False,61
CUST_08073,False,4,7,1,Low,False,22,0,0,Low,98,44,False,88
CUST_08074,False,32,22,1,Low,False,16,3,0,Medium,83,27,False,80
CUST_08075,False,3,7,0,Medium,False,18,3,0,Low,98,26,False,63
CUST_08076,False,36,27,0,Low,False,6,3,0,Low,72,35,False,72
CUST_08077,True,79,37,3,High,True,87,3,1,High,26,97,True,31
CUST_08078,False,9,8,0,Medium,False,25,0,0,Medium,81,31,False,95
CUST_08079,False,42,29,1,Low,False,24,3,0,Low,71,29,False,54
CUST_08080,True,89,43,2,High,True,91,3,1,Low,12,79,True,28
CUST_08081,False,27,18,1,Low,False,9,0,0,Low,90,11,False,51
CUST_08082,False,13,6,0,Low,False,21,3,0,Low,90,11,False,54
CUST_08083,False,18,21,1,Low,False,23,3,0,Medium,98,17,False,68
CUST_08084,False,27,14,0,Low,False,9,3,0,Low,83,11,False,81
CUST_08085,False,5,6,1,Low,False,22,3,0,Low,78,43,False,99
CUST_08086,False,30,17,0,Low,False,10,3,0,Low,95,28,False,81
CUST_08087,False,38,24,0,Low,False,23,3,0,Low,81,42,False,77
CUST_08088,True,86,36,2,High,True,60,3,1,High,11,89,True,13
CUST_08089,True,79,36,5,High,True,88,3,2,Medium,20,97,True,32
CUST_08090,False,43,25,0,Low,False,18,0,0,Low,98,18,False,81
CUST_08091,False,9,9,0,Low,False,19,0,0,Low,88,43,False,87
CUST_08092,True,90,42,4,High,True,85,0,1,Medium,21,83,True,21
CUST_08093,False,33,18,0,Low,False,18,3,0,Low,99,20,False,63
CUST_08094,False,33,20,0,Medium,False,33,0,0,Low,91,34,False,72
CUST_08095,False,15,10,1,Low,False,30,3,0,Low,83,32,False,56
CUST_08096,False,20,13,1,Low,True,31,3,0,Low,77,35,False,65
CUST_08097,True,77,31,4,High,True,84,3,1,High,18,82,True,35
CUST_08098,True,75,33,4,High,True,70,0,1,High,23,90,True,27
CUST_08099,False,34,18,0,Medium,False,14,3,0,Low,79,31,False,98
CUST_08100,False,6,7,0,Low,False,15,3,0,Low,81,16,False,62
CUST_08101,False,15,11,1,Low,False,10,0,0,Medium,92,14,False,71
CUST_08102,False,21,12,0,Low,False,15,0,0,Low,83,22,False,96
CUST_08103,False,13,8,0,Low,False,9,0,0,Low,86,35,False,68
CUST_08104,False,34,19,1,Low,False,21,3,0,Low,97,25,False,65
CUST_08105,False,24,15,1,Low,False,20,3,0,Low,85,13,False,62
CUST_08106,True,75,36,3,High,True,75,0,1,Medium,21,80,True,36
CUST_08107,True,99,48,4,High,True,78,3,1,Medium,29,95,True,11
CUST_08108,False,30,18,0,Low,False,12,3,0,Low,87,19,False,96
CUST_08109,False,27,32,0,Low,False,21,3,0,Low,74,39,False,91
CUST_08110,False,3,7,0,Medium,False,19,3,0,Low,71,26,False,58
CUST_08111,False,9,6,0,Low,False,24,6,0,Low,89,38,False,55
CUST_08112,False,31,16,1,Low,False,8,3,0,Low,84,13,False,85
CUST_08113,True,88,41,3,High,True,88,3,2,High,19,86,True,31
CUST_08114,False,2,6,1,Low,False,14,3,0,Low,70,32,False,69
CUST_08115,False,12,11,0,Medium,False,7,0,0,Low,96,24,False,96
CUST_08116,False,14,21,0,Low,False,22,0,0,Low,80,33,False,70
CUST_08117,False,23,27,0,Low,False,18,0,0,Low,93,9,False,86
CUST_08118,False,28,17,0,Low,False,6,3,0,Medium,89,13,False,87
CUST_08119,False,13,10,0,Low,False,19,0,0,Low,80,33,False,78
CUST_08120,False,28,16,1,Low,False,6,0,0,Low,81,12,False,75
CUST_08121,False,45,26,1,Low,False,8,0,0,Low,73,43,False,90
CUST_08122,False,19,14,0,Low,False,7,3,0,Low,75,7,False,79
CUST_08123,False,37,25,1,Low,False,6,3,0,Low,83,13,False,54
CUST_08124,False,0,5,0,Low,False,33,0,0,Low,74,24,False,79
CUST_08125,True,95,41,4,High,True,62,0,1,Medium,27,80,True,13
CUST_08126,False,9,9,0,Low,False,33,0,0,Low,81,32,False,57
CUST_08127,False,37,24,0,Low,False,15,3,0,Low,76,8,False,91
CUST_08128,False,10,5,0,Low,False,9,3,0,High,94,36,False,97
CUST_08129,False,48,28,0,Low,False,22,3,0,Low,85,24,False,94
CUST_08130,False,3,6,0,Low,False,26,0,0,Low,89,16,False,80
CUST_08131,False,24,15,0,Low,False,29,0,0,Low,82,14,False,68
CUST_08132,False,12,9,0,Low,False,33,3,0,Low,83,18,False,73
CUST_08133,False,16,11,0,Low,False,17,0,0,Low,97,21,False,93
CUST_08134,True,99,45,2,High,True,67,3,1,Medium,21,90,True,18
CUST_08135,False,37,23,0,Low,False,15,0,0,Low,81,31,False,81
CUST_08136,False,18,10,1,Low,False,11,3,0,Medium,91,41,False,95
CUST_08137,False,21,15,1,Low,False,15,3,0,Low,80,16,False,75
CUST_08138,False,26,16,0,Low,False,11,3,0,Low,96,12,False,66
CUST_08139,False,43,31,0,Low,False,13,3,0,Low,70,14,False,89
CUST_08140,False,5,19,0,Low,False,26,3,0,Medium,83,10,False,95
CUST_08141,False,23,17,0,Medium,False,12,0,0,Low,76,5,False,74
CUST_08142,False,9,10,2,Medium,False,9,3,0,Low,84,12,False,63
CUST_08143,False,0,7,0,Low,False,20,3,0,Low,84,39,True,75
CUST_08144,False,1,7,0,Medium,False,5,0,0,Low,93,44,False,66
CUST_08145,True,96,43,3,High,True,86,0,1,Medium,18,78,True,35
CUST_08146,False,1,5,0,Medium,False,21,3,0,Low,77,23,False,98
CUST_08147,False,15,9,1,Low,False,30,0,0,Low,77,12,False,61
CUST_08148,True,97,47,4,High,True,72,3,1,High,14,92,True,25
CUST_08149,False,9,11,0,Low,False,6,3,0,Low,85,12,False,76
CUST_08150,False,27,19,0,Low,False,22,6,0,Low,90,9,False,53
CUST_08151,False,30,15,0,Low,False,14,3,0,Low,98,9,False,80
CUST_08152,False,7,7,1,Low,False,21,0,0,Medium,91,33,False,83
CUST_08153,False,33,19,0,Low,False,23,0,0,Medium,93,11,False,99
CUST_08154,True,77,36,5,High,True,80,0,1,Medium,12,77,True,23
CUST_08155,False,27,25,0,Low,False,12,3,0,Medium,80,29,False,52
CUST_08156,False,26,19,0,Medium,False,8,3,0,Low,86,43,False,94
CUST_08157,False,22,15,0,Low,False,6,0,0,Low,76,36,False,56
CUST_08158,True,78,36,2,High,True,89,3,1,Medium,8,94,True,42
CUST_08159,False,27,16,0,Low,False,11,6,0,Low,96,9,False,95
CUST_08160,True,75,33,4,High,True,75,3,1,Medium,11,71,True,28
CUST_08161,False,32,17,0,Medium,False,17,0,0,Low,84,18,False,92
CUST_08162,False,32,18,0,Low,False,13,0,0,Low,94,44,False,64
CUST_08163,False,11,8,0,Low,False,25,0,0,Medium,93,35,False,92
CUST_08164,False,18,9,0,Low,False,9,0,0,Low,88,7,False,86
CUST_08165,False,8,5,0,Low,False,30,3,0,Low,97,22,False,65
CUST_08166,False,24,16,0,Low,False,19,0,0,Medium,91,38,False,55
CUST_08167,False,31,22,1,Low,False,24,0,0,Low,75,37,False,93
CUST_08168,False,29,13,0,Low,False,17,0,0,High,98,32,False,88
CUST_08169,False,32,23,0,Medium,False,27,0,0,Low,78,21,False,56
CUST_08170,False,4,5,0,Low,False,20,3,0,Low,90,26,False,68
CUST_08171,False,23,15,0,Low,False,22,0,0,High,99,33,False,65
CUST_08172,False,4,5,0,Low,False,11,3,0,Low,90,14,False,80
CUST_08173,False,0,5,1,Low,False,15,3,0,High,75,9,False,54
CUST_08174,True,93,45,4,High,True,77,3,1,High,14,95,True,35
CUST_08175,False,34,20,0,Low,False,5,6,0,Low,83,17,False,96
CUST_08176,False,11,21,0,Low,False,24,0,0,Low,99,13,False,77
CUST_08177,True,85,42,2,High,True,94,0,2,Medium,22,73,True,10
CUST_08178,False,29,17,0,Low,False,31,0,0,Low,76,17,False,95
CUST_08179,False,10,8,0,Low,False,26,0,0,Low,76,10,False,80
